Flat profile:

Each sample counts as 0.001 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00    2661/3854        void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, DIR_ENTRY>(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, DIR_ENTRY) [107]
[152]    0.0    0.00    0.00    3854         __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >::operator--() [152]
-----------------------------------------------
                                                 <spontaneous>
[153]    0.0    0.00    0.00                 av_fifo_alloc [153]
                0.00    0.00       7/44933       av_malloc [15]
-----------------------------------------------
                0.00    0.00      34/34          void std::__insertion_sort<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >) [92]
[154]    0.0    0.00    0.00      34         __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > std::copy_backward<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >) [154]
                0.00    0.00      34/34          __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > std::__copy_move_backward_a2<false, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >) [158]
                0.00    0.00      68/68          std::__miter_base<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, false>::__b(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >) [164]
-----------------------------------------------
                0.00    0.00      44/420         void std::__final_insertion_sort<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >) [77]
                0.00    0.00      44/420         void std::sort<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >) [68]
                0.00    0.00     332/420         void std::__introsort_loop<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, int>(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, int) [81]
[155]    0.0    0.00    0.00     420         __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >::difference_type __gnu_cxx::operator-<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > const&, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > const&) [155]
                0.00    0.00     840/4530        __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >::base() const [141]
-----------------------------------------------
                0.00    0.00     415/3038        void std::__insertion_sort<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >) [92]
                0.00    0.00     587/3038        void std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >) [95]
                0.00    0.00    2036/3038        __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, DIR_ENTRY>(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, DIR_ENTRY) [85]
[156]    0.0    0.00    0.00    3038         __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >::operator++() [156]
-----------------------------------------------
                0.00    0.00       7/1329        __gnu_cxx::new_allocator<NEEDED_EXT>::construct(NEEDED_EXT*, NEEDED_EXT const&) [106]
                0.00    0.00       7/1329        NEEDED_EXT* std::__uninitialized_copy<false>::uninitialized_copy<NEEDED_EXT*, NEEDED_EXT*>(NEEDED_EXT*, NEEDED_EXT*, NEEDED_EXT*) [102]
                0.00    0.00     269/1329        DIR_ENTRY* std::__uninitialized_copy<false>::uninitialized_copy<DIR_ENTRY*, DIR_ENTRY*>(DIR_ENTRY*, DIR_ENTRY*, DIR_ENTRY*) [120]
                0.00    0.00    1046/1329        __gnu_cxx::new_allocator<DIR_ENTRY>::construct(DIR_ENTRY*, DIR_ENTRY const&) [97]
[157]    0.0    0.00    0.00    1329         operator new(unsigned int, void*) [157]
-----------------------------------------------
                0.00    0.00      34/34          __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > std::copy_backward<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >) [154]
[158]    0.0    0.00    0.00      34         __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > std::__copy_move_backward_a2<false, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >) [158]
                0.00    0.00      34/34          DIR_ENTRY* std::__copy_move_backward_a<false, DIR_ENTRY*, DIR_ENTRY*>(DIR_ENTRY*, DIR_ENTRY*, DIR_ENTRY*) [174]
                0.00    0.00     102/102         std::__niter_base<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, true>::__b(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >) [178]
                0.00    0.00      34/445         __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >::__normal_iterator(DIR_ENTRY* const&) [3506]
-----------------------------------------------
                0.00    0.00     623/623         __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, DIR_ENTRY>(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, DIR_ENTRY) [85]
[159]    0.0    0.00    0.00     623         bool __gnu_cxx::operator< <DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > const&, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > const&) [159]
                0.00    0.00    1246/4530        __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >::base() const [141]
-----------------------------------------------
                0.00    0.00       3/3           show_filelist(bool) [3]
[160]    0.0    0.00    0.00       3         std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::~vector() [160]
                0.00    0.00       3/3           std::_Vector_base<DIR_ENTRY, std::allocator<DIR_ENTRY> >::~_Vector_base() [167]
                0.00    0.00       3/69          void std::_Destroy<DIR_ENTRY*, DIR_ENTRY>(DIR_ENTRY*, DIR_ENTRY*, std::allocator<DIR_ENTRY>&) [163]
                0.00    0.00       3/111         std::_Vector_base<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_M_get_Tp_allocator() [3510]
-----------------------------------------------
                0.00    0.00     249/249         show_filelist(bool) [3]
[161]    0.0    0.00    0.00     249         PMC_LIST::up(unsigned int&, unsigned int&) [161]
-----------------------------------------------
                0.00    0.00      69/69          void std::_Destroy<DIR_ENTRY*, DIR_ENTRY>(DIR_ENTRY*, DIR_ENTRY*, std::allocator<DIR_ENTRY>&) [163]
[162]    0.0    0.00    0.00      69         void std::_Destroy<DIR_ENTRY*>(DIR_ENTRY*, DIR_ENTRY*) [162]
-----------------------------------------------
                0.00    0.00       3/69          std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::~vector() [160]
                0.00    0.00      21/69          std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_M_insert_aux(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, DIR_ENTRY const&) [116]
                0.00    0.00      45/69          std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_M_erase_at_end(DIR_ENTRY*) [171]
[163]    0.0    0.00    0.00      69         void std::_Destroy<DIR_ENTRY*, DIR_ENTRY>(DIR_ENTRY*, DIR_ENTRY*, std::allocator<DIR_ENTRY>&) [163]
                0.00    0.00      69/69          void std::_Destroy<DIR_ENTRY*>(DIR_ENTRY*, DIR_ENTRY*) [162]
-----------------------------------------------
                0.00    0.00      68/68          __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > std::copy_backward<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >) [154]
[164]    0.0    0.00    0.00      68         std::__miter_base<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, false>::__b(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >) [164]
-----------------------------------------------
                0.00    0.00      21/63          __gnu_cxx::new_allocator<DIR_ENTRY>::allocate(unsigned int, void const*) [175]
                0.00    0.00      42/63          std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::max_size() const [170]
[165]    0.0    0.00    0.00      63         __gnu_cxx::new_allocator<DIR_ENTRY>::max_size() const [165]
-----------------------------------------------
                0.00    0.00      16/59          std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::_M_check_len(unsigned int, char const*) const [177]
                0.00    0.00      43/59          PMC_SETTINGS::isNeeded(char const*, bool) [150]
[166]    0.0    0.00    0.00      59         std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::size() const [166]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::~vector() [160]
[167]    0.0    0.00    0.00       3         std::_Vector_base<DIR_ENTRY, std::allocator<DIR_ENTRY> >::~_Vector_base() [167]
                0.00    0.00       3/24          std::_Vector_base<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_M_deallocate(DIR_ENTRY*, unsigned int) [138]
                0.00    0.00       3/3           std::_Vector_base<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_Vector_impl::~_Vector_impl() [3546]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[168]    0.0    0.00    0.00       1         set_callbacks() [168]
-----------------------------------------------
                0.00    0.00      21/21          std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_M_insert_aux(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, DIR_ENTRY const&) [116]
[169]    0.0    0.00    0.00      21         std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_M_check_len(unsigned int, char const*) const [169]
                0.00    0.00      42/42          std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::max_size() const [170]
                0.00    0.00      84/404230      std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::size() const [41]
                0.00    0.00      21/25          unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&) [3522]
-----------------------------------------------
                0.00    0.00      42/42          std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_M_check_len(unsigned int, char const*) const [169]
[170]    0.0    0.00    0.00      42         std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::max_size() const [170]
                0.00    0.00      42/63          __gnu_cxx::new_allocator<DIR_ENTRY>::max_size() const [165]
                0.00    0.00      42/42          std::_Vector_base<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_M_get_Tp_allocator() const [3518]
-----------------------------------------------
                0.00    0.00      45/45          std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::clear() [172]
[171]    0.0    0.00    0.00      45         std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_M_erase_at_end(DIR_ENTRY*) [171]
                0.00    0.00      45/69          void std::_Destroy<DIR_ENTRY*, DIR_ENTRY>(DIR_ENTRY*, DIR_ENTRY*, std::allocator<DIR_ENTRY>&) [163]
                0.00    0.00      45/111         std::_Vector_base<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_M_get_Tp_allocator() [3510]
-----------------------------------------------
                0.00    0.00      45/45          push_folder(std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >&, char const*) [59]
[172]    0.0    0.00    0.00      45         std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::clear() [172]
                0.00    0.00      45/45          std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_M_erase_at_end(DIR_ENTRY*) [171]
-----------------------------------------------
                0.00    0.00      34/34          DIR_ENTRY* std::__copy_move_backward_a<false, DIR_ENTRY*, DIR_ENTRY*>(DIR_ENTRY*, DIR_ENTRY*, DIR_ENTRY*) [174]
[173]    0.0    0.00    0.00      34         DIR_ENTRY* std::__copy_move_backward<false, false, std::random_access_iterator_tag>::__copy_move_b<DIR_ENTRY*, DIR_ENTRY*>(DIR_ENTRY*, DIR_ENTRY*, DIR_ENTRY*) [173]
                0.00    0.00     159/3908        DIR_ENTRY::operator=(DIR_ENTRY const&) [133]
-----------------------------------------------
                0.00    0.00      34/34          __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > std::__copy_move_backward_a2<false, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >) [158]
